"assmt_code","site_code","property","date","raca_adult","raca_juvenile","radr_adult","radr_juvenile","raxx_adult_or_juvenile","bubo_adult","bubo_juvenile","psre_adult","psre_juvenile","taxx_adult","taxx_juvenile","site_notes","egg_masses","personel","personel_count","ves_count","ves_start","ves_end","ves_time_mins","ves_person_mins","wet_m","pond_peri_steps","pond_peri_personel","pond_area","canopy","open_water","depth","trophic_state","veg_shoreline","trees_within_25m","cattle","secchi_1","secchi_2","secchi_3","temp","ph","conductivity","total_dissolved_solids","salinity","water_qual_date_time","dry"
"PRPND002_20211116","PRPND002","Pleasanton Ridge Regional Park",2021-11-16,0,0,0,0,0,0,0,0,0,0,"0","saw something swimming, psre call in distance, cow tracks, dog tracks, horse tracks, raccoon tracks; DEPTH NOTES:  max was middle","0","CLN,KK,TSK",3,"2","14:47","15:02",15,30,0.5,"91","CLN",NA,"0","80","28.4","0","0",18,0,10,NA,NA,18.5,7.39,"639","451 ppm","0.32 ppt",NA,0
"GDPND009_20211116","GDPND009","Garin Dry Creek Regional Park",2021-11-16,0,0,0,0,1,0,0,0,0,0,"0","psre calling nearby, walked half perimeter then doubled it, secchi reading as it was getting dark; DEPTH NOTES: max was middle (near cattails)","0","CLN,KK,TSK",3,"2","16:23","16:38",15,30,1,"100","CLN",NA,"50","50","34 in","1","20",9,1,7,NA,NA,15.4,6.81,"1325","972 ppm","0.68 ppt",NA,0
"PRPND003_20211116","PRPND003","Pleasanton Ridge Regional Park",2021-11-16,0,0,0,0,0,0,0,0,0,0,"0","ripples in water might be newts might be bugs, same with bubbles; DEPTH NOTES: max","0","CLN,KK,TSK",3,"2","13:44","13:59",15,30,2,"113","CLN",NA,"0","100","38 in","1","0",NA,0,NA,NA,NA,17,7.04,"506","352 ppm","0.26 ppt",NA,0
"PRPND004_20211116","PRPND004","Pleasanton Ridge Regional Park",2021-11-16,0,0,0,0,0,0,0,0,0,0,"0","ripples in water might be newts might be bugs, same with bubbles, saw birds; DEPTH NOTES: max","0","CLN,KK,TSK",3,"2","12:19","12:34",15,30,1,"115","CLN",NA,"5","100","24 in","0","0",13,0,23,NA,NA,18.3,6.73,"522","371 ppm","0.27 ppt",NA,0
"PRPND009_20211116","PRPND009","Pleasanton Ridge Regional Park",2021-11-16,0,0,0,0,0,0,0,0,0,0,"0","dog tracks, horse tracks, has gauge; DEPTH NOTES: Depth gauge in pond","0","CLN,KK,TSK",3,"2 for 15, 1 for 9","10:53","11:08",15,39,0.5,"123","CLN",NA,"0","99","4.0 (units?)","1","0",4,0,23,NA,NA,14,6.64,"1495","1.13","0.68",NA,0
"WEST_20211113","WEST","Blue Oak Ranch Reserve",2021-11-13,0,1,0,0,8,0,0,0,0,0,"0","7 ranids in water in addition to meta, likely adults, mayve juveniles?, dead skunk in water, pigtracks, mountain lion track?; DEPTH NOTES: center","0","CLN,IR,LV,KK",4,"4","23:32","0:02",30,120,1.5,"168","CLN",NA,"0","100","90.5 in","1","0",12,0,115,NA,NA,12,7.86,"3.3 ms","2.34 ppt","1.65 ppt",NA,0
"CABIN_20211113","CABIN","Blue Oak Ranch Reserve",2021-11-13,2,1,0,0,3,0,0,0,0,0,"0","water much lower than Aug, water incredibly clear, tons of boatmen, not much else, saw around 5 tads swimming; DEPTH NOTES: center","0","CLN,IR,LV,KK",4,"4","19:36","20:06",30,120,0.75,"199","CLN",NA,"3","99","90.5 in","0","0",2,0,66.4,NA,NA,13,7.22,"1867us","1.33 ppt","0.97 ppt",NA,0
"CA-BN004_20211115","CA-BN004","Briones Regional Park",2021-11-15,0,0,0,0,0,0,0,0,0,200,"0","newt city! All coming out of their burrows and walking around, saw 28 on one lap around the pond, racing the sunset so did VES for 6 minutes, no fence (didn’t there used to be a fence in 2019?), water was GROSS with a nasty film over it; DEPTH NOTES: max","0","CLN,KK",2,"2","16:02","16:08",6,12,1.5,"201","CLN",NA,"0",NA,"46.5 in","2","0",0,0,12,NA,NA,15.1,3.61,"3.96 ms","2.81 ppt","1.92 ppt",NA,0
"BNPND002_20211115","BNPND002","Briones Regional Park",2021-11-15,0,0,0,0,0,0,0,0,0,50,"0","did not dip for juveniles! Caught 10 newts in 19 mins, puddle next to pond had 8 newts, most were SO SKINNY- looked like skeletons and could count their bones, when dipped for inverts found next to none there, coyote howls, deer droppings, super foggy and chilly outside; DEPTH NOTES: max","0","CLN,KK",2,"2","11:38","12:08",30,60,0.5,"202","CLN",NA,"20","78","33.2","1","20",0,0,28,NA,NA,17.5,6.55,"2.28 ms","1.66 ppt","1.15 ppt",NA,0
"GDPND004_20211114","GDPND004","Garin Dry Creek Regional Park",2021-11-14,0,0,0,0,0,0,0,0,0,0,"0","completely dry except 2 small springs up the hill: lower spring; upper spring, edna and water qual from lower spring; DEPTH NOTES: max/center were same; PERIMETER NOTE: meters estimate","0","CLN,IR,LV,KK",4,"2","16:14","16:44",30,60,0.3,"4;3",NA,NA,"0;0","100;100","4;2.5","0;0","50;70",1,0,NA,NA,NA,21.3,7.03,"2.11 ms","1.43 ppt","1.88 ppt",NA,0
"NORTH_20211114","NORTH","Blue Oak Ranch Reserve",2021-11-14,0,0,0,0,0,0,0,0,0,0,"0","completely dry; DEPTH NOTES: none","0","CLN,IR,LV,KK",4,"4 for 15 mins, 2 for next 15 mins","23:04","23:34",30,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GDPND008_20211217","GDPND008","Garin Dry Creek Regional Park",2021-12-17,0,0,0,0,0,0,0,3,0,5,"0","thistle all over the inside of the pond, more psres calling that we cant get; CENTER DEPTH MEASUREMENT - 18.5; DEPTH NOTES: inches, used yardstick","0","CLN, LRV, NB",3,"2, both with nets","14:05","14:35",30,60,0.5,"74","CLN",NA,"40","60","19","0","10",0,0,4.2,NA,NA,11.3,6.88,"365","259 ppm","0.2","",0
"GDPND005_20211215","GDPND005","Garin Dry Creek Regional Park",2021-12-15,0,0,0,0,0,0,0,1,0,0,"0","perimeter was done by walking 1/3 on cattails and multiplying by 3 bc sinky mud; CENTER DEPTH MEASUREMENT - 59; DEPTH NOTES: inches","0","CLN, LRV, CB, NB, SB",5,"3","12:52","13:22",30,90,0.5,"78","CLN",NA,"50","50","59","1","100",5,0,9.4,NA,NA,10.1,6.84,"422","299 ppm","0.2","",0
"GDPND006_20211215","GDPND006","Garin Dry Creek Regional Park",2021-12-15,0,0,0,0,0,0,0,0,0,0,"0","downed cattails, cow poo and tracks, perimeter done by walking on cattails; CENTER DEPTH MEASUREMENT - 45; DEPTH NOTES: inches, max is a divet next to the center","0","CLN, LRV, CB, NB, SB",5,"5","11:45","12:00",15,75,1,"91","CLN",NA,"70","30","64","1","100",0,1,10,NA,NA,10.4,6.58,"581","411 ppm","0.3","",0
"GRAMPS_20211213","GRAMPS","Blue Oak Ranch Reserve",2021-12-13,0,0,0,0,0,0,0,0,0,0,"0","Heard psre call, maybe from tree nearby, no eyes in water, cold- there was frost on ground and temp in 30s this week, small springs bubbling and sending water into pond on either side of pond, wet ring was weird- the whole surrounding area is wet but only mud around .5 meters, grass is growing though? actually measured 25m from pond- there are NO trees! grass/ dead branches hindering the ""open water"", biofilms here; CENTER DEPTH MEASUREMENT - 43.5 in; DEPTH NOTES: max is center, used meterstick","0","CLN, LRV, NB, SB",4,"4","20:45","21:00",15,60,0.5,"98","CLN",NA,"0","95","43.5 in","1","0",0,0,3.6,NA,NA,10.6,6.34,"2.39","170 ppm","0.1","12/14/21 3:00pm",0
"PRPND002_20211216","PRPND002","Pleasanton Ridge Regional Park",2021-12-16,0,0,0,0,0,0,0,3,0,0,"0","water high, draining into drain, water brown, physa present, thistle in pond, intermittent stream, psres calling in distance; CENTER DEPTH MEASUREMENT - 35; DEPTH NOTES: inches ","0","CLN, LRV, CB, NB, SB",5,"4 for 10 then 5 for 20 more","10:15","10:45",30,140,0.5,"110","CLN",NA,"5","95","38","0","0",3,1,34.5,NA,NA,11.6,7.21,"688","351 ppm","0.2","",0
"GDPND009_20211217","GDPND009","Garin Dry Creek Regional Park",2021-12-17,0,0,0,0,0,0,0,0,0,1,"0","heard psre call; CENTER DEPTH MEASUREMENT - 31.5; DEPTH NOTES: inches, yardstick","0","CLN, LRV, NB",3,"3 for 15, then 2 dipping nets for another 15","11:47","12:17",30,75,0.5,"123","CLN",NA,"30","70","31.5","0","25",NA,0,11,NA,NA,10,7.1,"639","374 ppm","0.2","",0
"PRPND003_20211216","PRPND003","Pleasanton Ridge Regional Park",2021-12-16,0,0,0,0,0,0,0,0,0,6,"0","psre calling in distance; CENTER DEPTH MEASUREMENT - 57.5; DEPTH NOTES: inches, meterstick","0","CLN, LRV, CB, NB, SB",5,"5 for 15 and 3 for 15 more","15:15","15:45",30,120,0,"140","CLN",NA,"0","100","58","0","0",4,0,52.5,NA,NA,12.6,6.72,"104.4","71.8 ppm","0","",0
"WEST_20211214","WEST","Blue Oak Ranch Reserve",2021-12-14,0,0,0,0,3,0,0,0,0,0,"0","almost no eyes in pond, saw those 3 juveniles only, also deployed biofilms here, ducks, weird white misty fabric looking growth in pond, looked like a cloud or coating but a net wouldn't break it up or lift it, saw 1 anis larva, boats and notos; CENTER DEPTH MEASUREMENT - 206 cm; DEPTH NOTES: Centimeters, used fishing weight, center was the max","0","CLN, LRV, SB, NB",4,"4","19:25","19:50",25,100,2.5,"157","CLN",NA,"0","95","206 cm","1","0",3,0,97.4,NA,NA,9.2,8.36,"457","329 ppm","0.2","12/14/21 10:45am",0
"PRPND010_20211218","PRPND010","Pleasanton Ridge Regional Park",2021-12-18,0,0,0,0,0,0,0,0,0,10,"0","only cover is downed cattails, chucking call in distance (radr??); DEPTH NOTES: completely submerged- water about 1 inch taller than top of gauge","0","CLN, LRV, NB, SB",4,"4 people for 10 mins 10 newts in 12 mins then 2 people frogging for 20 mins","13:05","13:35",30,80,0.5,"158","CLN",NA,"0","95","completely submerged- water about 1 inch taller than top of gauge","0","0",4,0,18,NA,NA,6.8,6.44,"96","70.4 ppm","0","",0
"PRPND004_20211216","PRPND004","Pleasanton Ridge Regional Park",2021-12-16,0,0,0,0,0,0,0,0,0,9,"0","; CENTER DEPTH MEASUREMENT - 60; DEPTH NOTES: inches, meterstick","0","CLN, LRV, CB, NB, SB",5,"5","14:45","15:15",30,150,1.5,"163","CLN",NA,"5","95","62.5","0","0",7,0,16.4,NA,NA,13.2,6.77,"272","179 ppm","0.1","",0
"PRPND009_20211218","PRPND009","Pleasanton Ridge Regional Park",2021-12-18,0,0,0,0,0,0,0,0,0,10,"0","downed tree next to pond, psre call in distance; DEPTH NOTES: meters, used gauge","0","CLN, LRV, NB, SB",4,"3","11:30","12:00",30,90,0.5,"177","CLN",NA,"0","100","5.6 meters","0","0",6,0,62.2,NA,NA,8.4,7.43,"328","227 ppm","0.1","",0
"CABIN_20211214","CABIN","Blue Oak Ranch Reserve",2021-12-14,0,0,0,0,1,0,0,0,0,0,"0","red tail hawk, saw a rasp meta in water, there the heck are all the frogs?? There were so many in July and August!!, deployed biofilms here; DEPTH NOTES: Centimeters, used fishing weight, center was less than 264 cm","0","CLN, LRV, CB, NB, SB",5,"5","21:30","21:46",16,80,2,"200","CLN",NA,"5","95","264 cm","1","0",9,0,40.2,NA,NA,8,7.37,"194","127 ppm","0","12/14/21 4:00pm",0
"NORTH_20211216","NORTH","Blue Oak Ranch Reserve",2021-12-16,0,0,0,0,0,0,0,0,0,0,"0","completely dry but kinda muddy in center?, 3 psres calling in distance, VERY COLD, FROST ON GROUND; DEPTH NOTES: none","0","CLN, LRV, CB, NB",4,"3 for 10 mins + 4 for 5 more mins","20:50","21:05",15,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GDPND004_20211215","GDPND004","Garin Dry Creek Regional Park",2021-12-15,0,0,0,0,0,0,0,0,0,0,"0","dry except 2 springs, took water from both for edna, no inverts; CENTER DEPTH MEASUREMENT - 3; DEPTH NOTES: inches, used yardstick","0","CLN, LRV, CB, NB, SB",5,"2","14:50","15:05",15,30,NA,NA,NA,NA,NA,NA,"3",NA,NA,1,0,NA,NA,NA,9.9,8.01,"871","610 ppm","0.4","",1
"BARN_20211216","BARN","Blue Oak Ranch Reserve",2021-12-16,0,0,0,0,0,0,0,0,2,0,"0","heard PSRE call in distance, saw PSRE eggs and one tadpole during dipnet (NOT A THOROUGH DIPNET, JUST DIPPING FOR 10 BUGS, dipnet and secchi done 12/19 in the morning, entire pond iced over that morning, did not write down perimeter- missing data :(; CENTER DEPTH MEASUREMENT - 11; DEPTH NOTES: inches; center @ pole, used yardstick","1 PSRE","CLN, LRV, CB, NB",4,"3","21:38","21:53",15,45,0.5,NA,NA,NA,"0","100","13","1","20",1,0,9,NA,NA,6.6,6.88,"195.3","139 ppm","0","12/19/21 8:00am",0
"NORTH_20220327","NORTH","Blue Oak Ranch Reserve",2022-03-27,0,0,0,0,0,0,0,2,0,0,"0","mud puddle, barely any water, coated in duckweed, didn't bother with water quality","","CN, CB",2,"1","1:00","1:18",18,18,3,"25","CLN",NA,"0","30",NA,"1","40",NA,0,NA,NA,NA,8.5,7.06,"167","130","0.09",NA,0
"BARN_20220325","BARN","Blue Oak Ranch Reserve",2022-03-25,0,0,0,0,0,0,0,2,0,0,"0","psre larvae and tasp larvae","","CN, CB",2,"1.5","22:45","23:15",30,45,0.3,"54","CLN",NA,"0","60",NA,"1","70",NA,0,22,NA,NA,11.7,7.25,"275","194","0.14",NA,0
"GRAMPS_20220324","GRAMPS","Blue Oak Ranch Reserve",2022-03-24,0,0,0,0,0,0,0,3,0,1,"0","","","CN, CB",2,"2","22:30","23:00",30,60,0.5,"103","CLN",NA,"0","95",NA,"1","95",NA,0,48,NA,NA,14.2,7.39,"142.6","103","0.07",NA,0
"CABIN_20220324","CABIN","Blue Oak Ranch Reserve",2022-03-24,3,6,1,0,16,0,0,13,0,0,"0","heard RADR call, psre chorus, psre eggs, tads","Y","CN, CB",2,"2","20:00","20:30",30,60,0.5,"258","CLN",NA,"5","95",NA,"1","20",NA,0,115,NA,NA,14.6,7.61,"158.4","133","0.09",NA,0
"WEST_20220326","WEST","Blue Oak Ranch Reserve",2022-03-26,2,0,0,0,0,12,0,1,0,0,"0","goose in water","","CN, CB",2,"2","23:00","23:30",30,60,0.5,"260","CLN",NA,"5","70",NA,"2","100",NA,0,50.2,NA,NA,14.7,8.23,"204","147","0.11",NA,0
"GDPND008_20220325","GDPND008","Garin Dry Creek Regional Park",2022-03-25,0,0,0,0,0,0,0,6,0,2,"0","COW ATTACK! Angry cows, 1 started to charge Cherie, one ate out site baggie, mooing aggressively, all licked Cherie's car, did not get secchi, cut amph survey short, estimate as to how many PSREs","Y","CN, CB, EC",3,"3","18:30","18:50",20,60,1,"127","CLN",NA,"0","99",NA,"0","70",NA,1,NA,NA,NA,15.6,7.39,"520","386","0.27",NA,0
"PRPND003_20220326","PRPND003","Pleasanton Ridge Regional Park",2022-03-26,0,0,0,0,0,0,0,7,0,0,"0","tons of bubo tads","","CN, CB",2,"2","17:00","17:30",30,60,1.5,"201","CLN",NA,"0","100",NA,"0","0",NA,0,12,NA,NA,17,8.68,"546","386","0.27",NA,0
"PRPND002_20220326","PRPND002","Pleasanton Ridge Regional Park",2022-03-26,0,0,0,0,0,1,0,9,0,1,"0","pond is oraneg-ish and gross, tasp adults, may have heard radr call? VES:20 mins with 2 of us plus 10 with just Cherie","","CN, CB",2,"1.5","18:45","19:15",30,45,1.5,"99","CLN",NA,"10","90",NA,"1","25",NA,0,5,NA,NA,17,8.68,"546","386","0.27",NA,0
"PRPND004_20220326","PRPND004","Pleasanton Ridge Regional Park",2022-03-26,0,0,0,0,0,3,11,0,0,3,"0","newts, bubo eggs, newt eggs","Y","CN, CB",2,"2","14:45","15:15",30,60,0,"178","CLN",NA,"20","100",NA,"0","0",NA,0,20.5,NA,NA,20.5,7.54,"198.6","140","0.1",NA,0
"PRPND009_20220326","PRPND009","Pleasanton Ridge Regional Park",2022-03-26,0,0,0,0,0,1,0,2,0,1,"0","VES: 22 mins both of us, 8 mins just Cherie, ducks, downed trees, dog tracks, 2 garter snakes, tons of bubo tads in one area","","CN, CB",2,"2","12:30","13:00",30,60,1,"210","CLN",NA,"0","98",NA,"1","10",NA,0,57,NA,NA,23.3,8.33,"228","164","0.11",NA,0
"GDPND009_20220325","GDPND009","Garin Dry Creek Regional Park",2022-03-25,0,0,0,0,0,0,0,0,0,0,"0","newts observed?, perimeter was walking half then multiplying by 2","","CN, CB, EC",3,"2","17:00","17:15",15,30,0.5,"150","CLN",NA,"20","80",NA,"1","20",NA,0,9,NA,NA,24,8.39,"549","389","0.28",NA,0
"PRPND010_20220326","PRPND010","Pleasanton Ridge Regional Park",2022-03-26,0,0,0,0,1,1,0,24,0,2,"0","10 psres caught in 15 mins! the RAsp was a ""plop""","","CN, CB",2,"2","10:30","11:00",30,60,1,"205","CLN",NA,"0","5",NA,"1","95",NA,0,69,NA,NA,24.2,7.25,"261","143","0.1",NA,0
"GDPND006_20220325","GDPND006","Garin Dry Creek Regional Park",2022-03-25,0,0,0,1,1,0,0,4,0,0,"0","tasp larvae present, ducks, garter snake","Y","CN, CB, EC",3,"3","11:00","11:30",30,90,1,"120","CLN",NA,"0","80",NA,"1","15",NA,0,NA,NA,NA,24.7,7.35,"410","295","0.22",NA,0
"GDPND005_20220325","GDPND005","Garin Dry Creek Regional Park",2022-03-25,0,0,0,0,0,0,0,0,0,2,"0","fence still here, birds, ducks, newts, newt eggs","","CN, CB, EC",3,"3","13:30","14:00",30,90,0.5,"140","CLN",NA,"25","75",NA,"1","20",NA,1,15.4,NA,NA,26.7,7.66,"308","232","0.15",NA,0
"GDPND004_20220325","GDPND004","Garin Dry Creek Regional Park",2022-03-25,0,0,0,0,0,0,0,0,0,0,"0","completely dry except spring","","CN, CB, EC",3,"3","15:30","15:45",15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"CABIN_20220506","CABIN","Blue Oak Ranch Reserve",2022-05-06,0,4,0,0,19,1,0,2,0,0,"0","",NA,"CN,SY,NS,GB",4,"4","21:30","22:00",30,120,0.5,"320","CLN",NA,"7","90",NA,"1","60",NA,0,87,95,NA,20.3,7.29,"230","160","0.14",NA,0
"GRAMPS_20220506","GRAMPS","Blue Oak Ranch Reserve",2022-05-06,0,0,0,0,0,1,0,0,4,0,"0","",NA,"CN,SY,NS,GB",4,"4","22:45","23:15",30,120,0.1,"93","CLN",NA,"0","97",NA,"1","98",NA,0,74,75,88,21.1,8.05,"205","159","0.12",NA,0
"GDPND006_20220507","GDPND006","Garin Dry Creek Regional Park",2022-05-07,0,0,0,0,0,0,0,1,2,0,"0","red winged blackbird, quail, bird nest with bue eggs",NA,"CN,SY,NS,CB",4,"2","12:40","13:10",30,60,1,"124","CLN",NA,"0","85",NA,"1","65",NA,1,75.5,77.4,NA,23.5,7.67,"537","476","0.33",NA,0
"GDPND005_20220507","GDPND005","Garin Dry Creek Regional Park",2022-05-07,0,0,0,0,0,0,0,1,0,0,"0","big plop, fence still up",NA,"CN,SY,NS,CB",4,"2","14:00","14:30",30,60,0.3,"135","CLN",NA,"25","75",NA,"1","60",NA,0,11.2,28.4,NA,21.4,7.16,"417","278","0.2",NA,0
"GDPND004_20220507","GDPND004","Garin Dry Creek Regional Park",2022-05-07,0,0,0,0,0,0,0,0,0,0,"0","alligator lizard, fence lizard, JUST SPRING",NA,"CN,SY,NS,CB",4,"2","15:30","15:45",15,30,0.75,"7","CLN",NA,"0","100",NA,"1","0",NA,0,NA,NA,NA,23.5,7.9,"947","688","0.49",NA,1
"GDPND009_20220507","GDPND009","Garin Dry Creek Regional Park",2022-05-07,0,0,0,0,0,0,0,0,2,0,"0","tons of wildflowers",NA,"CN,SY,NS,CB",4,"2","16:30","17:00",30,60,0,"211","CLN",NA,"30","70",NA,"1","95",NA,0,39,35,NA,24.8,7.36,"2.81","2","1.45",NA,0
"GDPND008_20220507","GDPND008","Garin Dry Creek Regional Park",2022-05-07,0,0,0,0,0,0,0,11,13,2,"0","",NA,"CN,SY,NS,CB",4,"2","19:00","19:30",30,60,1.5,"117","CLN",NA,"0","97",NA,"1","97",NA,1,53,NA,NA,20.4,8.03,"588","420","0.31",NA,0
"BARN_20220507","BARN","Blue Oak Ranch Reserve",2022-05-07,0,0,0,0,0,0,0,0,11,0,"0","psres calling in distance, 10 psres caught in 8 mins",NA,"CN,SY,NS",3,"3","23:00","23:15",15,45,0.75,"29","CLN",NA,"65","35","13 cm","2","80",0,0,2,NA,NA,26,7.09,"564","392","0.27",NA,0
"PRPND010_20220508","PRPND010","Pleasanton Ridge Regional Park",2022-05-08,0,0,0,0,1,0,0,4,9,0,"0","windy and chilly, around 50 degrees F",NA,"CN,SY,NS,CB",4,"4","11:12","11:42",30,120,0.3,"355","CLN",NA,"5","95",NA,"1","100",NA,0,36,37,NA,17.6,7.16,"192.5","127","0.09",NA,0
"PRPND009_20220508","PRPND009","Pleasanton Ridge Regional Park",2022-05-08,0,0,0,0,0,0,0,0,5,0,"0","4 garter snakes",NA,"CN,SY,NS,CB",4,"4","12:52","13:22",30,120,0,"144","CLN",NA,"0","95",NA,"1","100",NA,0,35.2,41.8,NA,20.5,9.64,"272","194","0.14",NA,0
"PRPND004_20220508","PRPND004","Pleasanton Ridge Regional Park",2022-05-08,0,0,0,0,0,1,0,0,0,0,"0","NOTHING CAUGHT, saw 1 big toad adult (note: 15 mins with all 4 people, plus 15 mins with 2 people)",NA,"CN,SY,NS,CB",4,"3","15:00","15:30",30,90,0.5,"170","CLN",NA,"10","100",NA,"1","0",NA,0,19.8,24.6,NA,18.5,7.98,"192.3","138","0.09",NA,0
"PRPND003_20220508","PRPND003","Pleasanton Ridge Regional Park",2022-05-08,0,0,0,0,0,0,3,1,0,0,"0","adult psre was released, had injury (likely predation); ves: 5 mins all 4 + 15 mins with 2",NA,"CN,SY,NS,CB",4,"2","16:00","16:20",20,40,1,"153","CLN",NA,"0","100",NA,"0","0",NA,0,13,14,NA,21.2,7.98,"220","159","0.11",NA,0
"PRPND002_20220508","PRPND002","Pleasanton Ridge Regional Park",2022-05-08,0,0,0,0,0,0,1000,0,20,0,"0","carpet of bubos!! so many!!! caught 10 bubos in 3 mins",NA,"CN,SY,NS,CB",4,"4","17:15","17:40",25,100,1,"73","CLN",NA,"5","95",NA,"1","60",NA,0,2,6,NA,18.8,9.29,"523","377","0.27",NA,0
"WEST_20220508","WEST","Blue Oak Ranch Reserve",2022-05-08,0,0,0,0,6,0,0,2,28,0,"0","10 psre metas caught in 9 mins",NA,"CN,SY,NS",3,"3","22:10","22:40",30,90,0.5,"305","CLN",NA,"5","95",NA,"1","100",NA,0,47,55,NA,23.6,9.51,"195.4","138","0.1","5/6/22 630pm",0
"NORTH_20220509","NORTH","Blue Oak Ranch Reserve",2022-05-09,0,0,0,0,0,0,0,0,0,0,"0","completely dry","0","CN,SY,NS",3,"3","0:00","0:15",15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"CABIN_20220617","CABIN","Blue Oak Ranch Reserve",2022-06-17,0,4,1,0,18,1,0,2,12,0,"0","",NA,"SY,EC,RL,CN",4,"4","21:30","22:00",30,120,0.3,"212","CLN",NA,"8","90",NA,"1","80",NA,0,115,116,88,25,8.3,"240","267","0.2 ppt","6/23/22 10:20 AM",0
"BARN_20220617","BARN","Blue Oak Ranch Reserve",2022-06-17,0,0,0,0,0,0,0,0,12,0,"0","COMPLETELY DRY","0","SY,EC,RL,CN",4,"4","23:48","23:59",11,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NORTH_20220618","NORTH","Blue Oak Ranch Reserve",2022-06-18,0,0,0,0,0,0,0,0,0,0,"0","COMPLETELY DRY",NA,"SY,RL,CN",3,"3","22:45","23:00",15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GDPND004_20220619","GDPND004","Garin Dry Creek Regional Park",2022-06-19,0,0,0,0,0,0,0,0,0,0,"0","completely dry except spring ",NA,"SY,RL,CN",3,"3","10:46","11:01",15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GDPND008_20220619","GDPND008","Garin Dry Creek Regional Park",2022-06-19,0,0,0,0,0,0,0,0,53,0,"0","CLN injured ankle and knee, left early",NA,"CN, SY, RL",3,"2.2","12:15","12:30",15,33,1,"113","CLN",NA,"0","60",NA,"2","100",NA,1,1.8,8.2,5,28.5,9.29,"573","401 ppm",".3 ppt",NA,0
"PRPND010_20220621","PRPND010","Pleasanton Ridge Regional Park",2022-06-21,0,0,0,0,1,0,300,0,500,0,"0","random dog? rasp plop amph survey: 30 min caitlin, 24 min SY",NA,"SY,EC,RL,CN",4,"2","8:11","8:37",26,52,0,"152","CLN",NA,"0","95",NA,"1","100",NA,0,22.4,20.5,27.5,21.1,6.84,"2.03","1.47 ppt","0.1 ppt",NA,0
"PRPND009_20220621","PRPND009","Pleasanton Ridge Regional Park",2022-06-21,0,0,0,0,0,0,220,0,60,0,"0","sheep (50?), ducks, quail, ""a bajillion bubos"", ",NA,"SY,EC,RL,CN",4,"2","11:25","11:42",17,34,0,"114","CLN",NA,"0","85",NA,"1","100",NA,0,22.2,19.2,18.4,29.2,8.11,"328","281","0.2 ppt",NA,0
"WEST_20220622","WEST","Blue Oak Ranch Reserve",2022-06-22,20,0,0,0,20,10,130,0,310,0,"0","tons of little moths",NA,"SY,RL,CN",3,"3","21:50","22:20",30,90,1,"212","CLN",NA,"5","85",NA,"1","15",NA,0,47.2,27,32.2,25.3,9.64,"3.08","225 ppm","0.1","6/23/22 9:50 AM",0
"GRAMPS_20220623","GRAMPS","Blue Oak Ranch Reserve",2022-06-23,0,0,0,0,0,1,0,0,65,0,"0","night sample 6/23, day sample 6/18 with shedding",NA,"CN, SY",2,"1.5","22:15","22:45",30,45,0.3,"82","CLN",NA,"0","50",NA,"1","90",NA,0,49.2,61.4,30,28.6,10.04,"275","198","0.1","6/23/22 10:45 AM",0
"GDPND009_20220623","GDPND009","Garin Dry Creek Regional Park",2022-06-23,0,0,2,2,4,0,0,0,6,0,"0","unsure of PSRE count, written sloppily in notebook","0","SY,RL,CN",3,"3","12:30","13:00",30,90,1.5,"122","CLN",NA,"30","30",NA,"1","80",NA,0,8.5,NA,NA,29.7,9.11,"654","463 ppm","0.3 ppt",NA,0
"GDPND006_20220620","GDPND006","Garin Dry Creek Regional Park",2022-06-20,0,0,0,0,0,0,0,0,30,0,"0","",NA,"SY,RL,CN",3,"1.5","10:00","10:30",30,45,0.5,"126","CLN",NA,"10","70",NA,"1","70",NA,1,57.8,79,61.9,21,7.01,"745","542",".4pppt",NA,0
"GDPND005_20220620","GDPND005","Garin Dry Creek Regional Park",2022-06-20,0,0,0,0,0,0,0,0,6,0,"0","PSRE tads, tato tads, hella belos, gate still there",NA,"SY,RL,CN",3,"3","13:00","13:30",30,90,1,"135","CLN",NA,"40","60",NA,"1","95",NA,1,23,2.8,7.2,23.1,6.9,"684","52.4","0.3 ppt",NA,0
"PRPND004_20220622","PRPND004","Pleasanton Ridge Regional Park",2022-06-22,0,0,0,0,1,0,300,0,0,0,"0","toad city, pond definitely smaller than last month",NA,"SY,RL,CN",3,"1.4","9:10","9:35",25,35,0,"146","CLN",NA,"15","100",NA,"1","0",NA,0,42.8,38,34.7,22.1,8.1,"355","278 ppm",".2 ppt",NA,0
